"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gn","gn1","human_mouse","lca","name"
"61499622",344.587303864171,-3.83110256610843,0.212847635484997,-17.9992723780034,1.97395221815667e-72,1.53376087350774e-68,"PRB1,PRB2,PRB4,PRB3","","True",9606,"sp|P02812|PRB2_HUMAN Basic salivary proline-rich protein 2 OS=Homo sapiens GN=PRB2 PE=1 SV=3"
"21317648",190.866611821055,-4.32600116871785,0.243979215890406,-17.7310233288932,2.41596624964217e-70,6.25735258657322e-67,"tuf","tuf","False",186802,"gi|547831546|ref|WP_022239539.1| elongation factor Tu [Lachnospiraceae bacterium CAG:364]"
"62943474",192.306961745958,-4.35132658497245,0.245333291823734,-17.7363885375116,2.19603536919581e-70,6.25735258657322e-67,"BN500_00974,BN680_00020,CIY_14530,BN630_02325,EUBREC_1522,ERE_15630,BN631_00566,Closa_0829,BN622_00137,BN743_02056,BN566_00661,BN479_01150,BN699_00096,BN508_02180,RTO_17440,RO1_27430,BN561_01304,BN770_00410,BN481_00467,BN741_01981,EUR_09400,BN611_01732,BN519_01116,BN618_01818,BN598_00496,BN765_00330,BN695_01570,BN511_01216,BN797_01171,BN524_00431,BN716_01430,BN599_00884,BN737_02353,FP2_02530,BN626_00107,BN600_00267,GapA,BN544_01138,BN640_00935,BN621_00194,BN788_02164,BN652_01467,BN670_00581,BN518_01202,BN498_01682,BN691_00695,BN653_01080,BN501_01607,BN466_01020,BN577_00998,BN766_01406,RHOM_05165,BN731_01056,BN593_00257,BN730_00900,BN486_01286,BN564_01048,BN724_01142,BN470_01195,BN782_02376,BN484_00978,BN651_00030,CLS_28890,BN635_00970,BN569_01143,EUBELI_01190,BN771_00512,BN547_01231,BN708_02033,BN656_01259,BN539_00860,BN710_00778,BN818_01802,BN753_00633,BN774_01144,Olsu_1270,RBR_11180,BN662_00183,BN746_01836,BN645_01570,BN757_00385,BN700_00587,BN565_01110,BN739_00458,BN688_00821,CL2_29530,BN767_00119,BN714_00963,BN690_00046,BN671_00416,ROI_38900,FPR_26170,Apar_0924,BN531_00040,Rumal_0627,BN568_02323,EUS_12130,BN462_01343,BN586_01129,BN648_01421,BN476_01223,BN615_01412,ES1_19200,BN634_00185,CK5_07080,BN717_00152,BN718_01906,BN504_01454,CC1_18630,BN573_00061,BN647_00534,BN638_00979,CK1_33930,BN499_02328,Tresu_1528","","False",131567,"gi|547634336|ref|WP_022119936.1| putative uncharacterized protein [Firmicutes bacterium CAG:56]"
"62860561",287.82432491093,-2.68460351871707,0.166147841101431,-16.1579199640527,9.98751444285301e-59,1.9400746805242e-55,"tuf2,tuf1,BN610_01267,HA1_14072,tuf,tufB,BN780_00570,tufA,tuf_1,NT05LI_3244,BN674_00749,tuf_2","","False",131567,"gi|542687832|ref|YP_008519765.1| elongation factor Tu (chloroplast) [Nannochloropsis salina]"
"62535487",338.604416705305,-2.91244511729628,0.184048135018973,-15.8243663647885,2.11315727490389e-56,3.28384640520065e-53,"tuf2,tuf1,BN648_00980,PSAB_21675,BN652_01605,BN687_00333,BN589_00637,BN572_00588,tuf,BN683_00697,BN803_01044,tufB,BN653_00001,tufA,TufB","","False",131567,"gi|389867238|ref|YP_006374661.1| protein-synthesizing GTPase [Enterococcus faecium DO]"
"61537079",231.695088021528,-2.32161622983692,0.153273243823169,-15.1469113064206,7.94119398007949e-52,1.02838462042029e-48,"FCGBP","FCGBP","True",9606,"sp|Q9Y6R7|FCGBP_HUMAN IgGFc-binding protein OS=Homo sapiens GN=FCGBP PE=1 SV=3"
"4013051",71.0535210096431,4.21338708154244,0.282939658813123,14.8914687294697,3.74452448023376e-50,4.15642217305948e-47,"FPR_24210,BN476_00275,CC1_08000,BN586_00322","","False",2,"gi|505326164|ref|WP_015513266.1| carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-) [Coprococcus catus]"
"62033622",174.86819604117,2.19053742913781,0.148410924554966,14.7599473266977,2.6548807604509e-49,2.57855293858793e-46,"BN507_01255,PckA,BN770_01582,pckA","","False",131567,"gi|545666714|ref|WP_021773089.1| phosphoenolpyruvate carboxykinase [Oribacterium sp. oral taxon 078]"
"62915203",97.924920788014,-4.05130330667515,0.280931602211059,-14.4209596741326,3.8199385315383e-47,3.2978802655614e-44,"tuf,tufA,TL13_0553","","False",2,"gi|446249704|ref|WP_000327559.1| elongation factor Tu, partial [Streptococcus agalactiae]"
"61678241",113.265372672726,-4.46560965948099,0.311320325498131,-14.3440992885246,1.15996468432946e-46,9.01292559723992e-44,"BN563_00906,BN710_00715,BN454_00378,BN649_00247,BN671_01509,BN683_01861,BN466_00437,BN740_00988,BN660_00704,ES1_08210,BN687_00890,BN481_02120,BN568_01183,RUM_04490,RBR_04040,BN468_00536,ROI_19500,BN774_01975,BN593_01313,BN795_01555,BN622_00458,BN698_00848,BN771_01283,BN761_00778,ppdK,BN640_01168,BN765_00633,BN479_01100,BN618_01570,BN519_00411,Rumal_0315,BN807_00097,BN556_00743,BN584_00896,BN500_01803,BN462_00642,ERE_28690,BN767_00379,EUBREC_1857,BN633_00548,BN499_02805,BN708_02105,BN730_01192,BN516_00311,BN621_00687,BN652_00271,BN680_00835,BN726_00314,CIY_13020,EUBELI_01258,BN645_01281,BN718_00117,BN614_00294,BN766_01323,BN569_01159,BN517_00539,BN539_00171,BN815_01358,BN743_00954,BN538_00801,BN757_02452,BN635_00269,BN803_00523,BN672_01111,CK5_25200,BN695_01535,BN818_00258,RHOM_06305,BN482_01080,RO1_07940,BN524_01403,BN450_02489,BN520_00538,BN627_00048,BN580_00227,BN501_00453,BN720_01306,BN810_00013,BN647_00987,BN495_00008,BN734_00778,BN611_00866,BN566_00118,BN545_00103,BN605_00655,BN630_01957,BN531_01790,BN626_01688,BN788_00745,BN537_00165,BN546_00381,CCU_15430,EubceDRAFT1_0828,BN596_00739,BN737_00857,BN749_00391,BN797_00590,BN714_02056,RTO_08070,CLS_30360,BN804_00558,BN690_01810,BN572_00694,BN816_01957,Closa_0915,EUS_22450,CL3_19690,BN619_00132,BN470_00029,BN782_02489,CK1_19040,BN512_01068,BN653_01341,BN721_00755,EUR_14520,BN606_01071","","False",2,"gi|302670516|ref|YP_003830476.1| pyruvate phosphate dikinase PpdK [Butyrivibrio proteoclasticus B316]"
